						Obtainability																																														Base Stats										1																	XP and EV Yield								Gender Ratio		Type Effectiveness																		Gen 9Moveset				
6		Mega Charizard X	Flame Pokémon	Fire	Dragon																						TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE																78	130	111	130	85	100	634	Black	Bipedal+Tail		Tough Claws			Charizardite X					20	2560	Medium Slow	"1,059,860"	1.7	5′07″	110.5	243.6	50	317	0	0	0	3	0	0	3	87.50%	12.50%	1	0.25	1	0.5	0.25	1	1	1	2	1	1	0.5	2	1	2	1	0.5	1					
6		Mega Charizard Y	Flame Pokémon	Fire	Flying																						FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE																78	104	78	159	115	100	634	Red	Bipedal+Tail		Drought			Charizardite Y					20	2560	Medium Slow	"1,059,860"	1.7	5′07″	100.5	221.6	50	317	0	0	0	3	0	0	3	87.50%	12.50%	1	0.5	2	2	0.25	1	0.5	1	0	1	1	0.25	4	1	1	1	0.5	0.5					
7	7	Squirtle	Tiny Turtle Pokémon	Water		TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	44	48	65	50	64	43	314	Blue	Bipedal+Tail		Torrent		Rain Dish		45	15	Monster	Water 1	20	2560	Medium Slow	"1,059,860"	0.5	1′08″	9	19.8	50	63	0	0	1	0	0	0	1	87.50%	12.50%	1	0.5	0.5	2	2	0.5	1	1	1	1	1	1	1	1	1	1	0.5	1	33-1|39-1|55-3|110-6|229-9|44-12|352-15|182-18|240-21|401-24|504-27|334-30|56-33|834-36	36-TM|182-TM|352-TM|886-TM|263-TM|196-TM|341-TM|374-TM|203-TM|240-TM|91-TM|280-TM|428-TM|34-TM|8-TM|214-TM|156-TM|164-TM|334-TM|710-TM|57-TM|861-TM|270-TM|58-TM|56-TM|59-TM|518-TM|851-TM|114-TM|360-TM|264-TM|311-TM|812-TM|38-TM|250-TM|330-TM|257-TM|53-TM|270-TM|126-TM|519-TM|89-TM|416-TM|307-TM|200-TM|315-TM|411-TM|542-TM|63-TM|394-TM|76-TM|851-TM|46-TM|535-TM|264-TM|311-TM|38-TM|915-TM|815-TM|784-TM|913-TM	453-EM|392-EM|252-EM|175-EM|791-EM|243-EM|54-EM|323-EM|281-EM		
8	8	Wartortle	Turtle Pokémon	Water		TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	59	63	80	65	80	58	405	Blue	Bipedal+Tail		Torrent		Rain Dish	Level 16	45	15	Monster	Water 1	20	2560	Medium Slow	"1,059,860"	1	3′03″	22.5	49.6	50	142	0	0	1	0	1	0	2	87.50%	12.50%	1	0.5	0.5	2	2	0.5	1	1	1	1	1	1	1	1	1	1	0.5	1	33-1|39-1|55-1|110-1|229-9|44-12|352-15|182-20|240-25|401-30|504-35|334-40|56-45|834-50	36-TM|182-TM|352-TM|886-TM|263-TM|196-TM|341-TM|374-TM|203-TM|240-TM|91-TM|280-TM|428-TM|34-TM|8-TM|214-TM|156-TM|164-TM|334-TM|710-TM|57-TM|861-TM|270-TM|58-TM|56-TM|59-TM|518-TM|851-TM|114-TM|360-TM|264-TM|311-TM|812-TM|38-TM|250-TM|330-TM			
9		GMAX Blastoise	Shellfish Pokémon	Water																																	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE										79	83	100	85	105	78	530	Blue	Bipedal+Tail		Torrent		Rain Dish	GMAX Factor	3	1			20	2560	Medium Slow	"1,059,860"	25	82'	110.5	243.6	50	0	0	0	0	0	0	0	0	87.50%	12.50%	1	0.5	0.5	2	2	0.5	1	1	1	1	1	1	1	1	1	1	0.5	1					
9	9	Blastoise	Shellfish Pokémon	Water		TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	79	83	100	85	105	78	530	Blue	Bipedal+Tail		Torrent		Rain Dish	Level 36	45	15	Monster	Water 1	20	2560	Medium Slow	"1,059,860"	1.6	5′03″	85.5	188.5	50	265	0	0	0	0	3	0	3	87.50%	12.50%	1	0.5	0.5	2	2	0.5	1	1	1	1	1	1	1	1	1	1	0.5	1	33-1|39-1|55-1|110-1|229-9|44-12|352-15|182-20|240-25|401-30|504-35|334-42|56-49|834-56	36-TM|184-TM|182-TM|352-TM|886-TM|263-TM|196-TM|341-TM|317-TM|374-TM|419-TM|203-TM|240-TM|91-TM|280-TM|428-TM|34-TM|8-TM|214-TM|156-TM|157-TM|776-TM|430-TM|399-TM|164-TM|334-TM|242-TM|710-TM|396-TM|406-TM|57-TM|861-TM|270-TM|58-TM|56-TM|59-TM|518-TM|89-TM|416-TM|308-TM|411-TM|63-TM|851-TM|46-TM|114-TM|479-TM|360-TM|264-TM|311-TM|812-TM|38-TM|250-TM|330-TM		430-EV	
9		Mega Blastoise	Shellfish Pokémon	Water																							TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE																79	103	120	135	115	78	630	Blue	Bipedal+Tail		Mega Launcher			Blastoisite		0			20	2560	Medium Slow	"1,059,860"	1.6	5′03″	101.1	222.9	50	315	0	0	0	0	3	0	3	87.50%	12.50%	1	0.5	0.5	2	2	0.5	1	1	1	1	1	1	1	1	1	1	0.5	1					
10	10	Caterpie	Worm Pokémon	Bug		TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE								45	30	35	20	20	45	195	Green	Insectoid		Shield Dust		Run Away		255	85	Bug		15	1920	Medium Fast	"1,000,000"	0.3	1′00″	2.9	6.4	50	39	1	0	0	0	0	0	1	50%	50%	1	2	1	1	0.5	1	0.5	1	0.5	2	1	1	2	1	1	1	1	1					
11	11	Metapod	Cocoon Pokémon	Bug		TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE								50	20	55	25	25	30	205	Green	Serpentine		Shed Skin			Level 7	120	40	Bug		15	1920	Medium Fast	"1,000,000"	0.7	2′04″	9.9	21.8	50	72	0	0	2	0	0	0	2	50%	50%	1	2	1	1	0.5	1	0.5	1	0.5	2	1	1	2	1	1	1	1	1					
12		GMAX Butterfree	Butterfly Pokémon	Bug	Flying																																TRUE	TRUE	TRUE	TRUE	TRUE	TRUE										60	45	50	90	80	70	395	White	2+ Pair of Wings		Compound Eyes		Tinted Lens	GMAX Factor	3	1			15	1920	Medium Fast	"1,000,000"	17	"55'9"""	???	???	50	0	0	0	0	0	0	0	0	50%	50%	1	2	1	2	0.25	2	0.25	1	0	2	1	0.5	4	1	1	1	1	1					
12	12	Butterfree	Butterfly Pokémon	Bug	Flying	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE								60	45	50	90	80	70	395	White	2+ Pair of Wings		Compound Eyes		Tinted Lens	Level 10	45	15	Bug		15	1920	Medium Fast	"1,000,000"	1.1	3′07″	32	70.5	50	198	0	0	0	2	1	0	3	50%	50%	1	2	1	2	0.25	2	0.25	1	0	2	1	0.5	4	1	1	1	1	1					
13	13	Weedle	Hairy Bug Pokémon	Bug	Poison	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE							TRUE	TRUE								40	35	30	20	20	50	195	Brown	Insectoid		Shield Dust		Run Away		255	85	Bug		15	1920	Medium Fast	"1,000,000"	0.3	1′00″	3.2	7.1	50	39	0	0	0	0	0	1	1	50%	50%	1	2	1	1	0.25	1	0.25	0.5	1	2	2	0.5	2	1	1	1	1	0.5					
14	14	Kakuna	Cocoon Pokémon	Bug	Poison	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE							TRUE	TRUE								45	25	50	25	25	35	205	Yellow	Serpentine		Shed Skin			Level 7	120	40	Bug		15	1920	Medium Fast	"1,000,000"	0.6	2′00″	10	22	50	72	0	0	2	0	0	0	2	50%	50%	1	2	1	1	0.25	1	0.25	0.5	1	2	2	0.5	2	1	1	1	1	0.5					
15	15	Beedrill	Poison Bee Pokémon	Bug	Poison	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE							TRUE	TRUE								65	90	40	45	80	75	395	Yellow	2+ Pair of Wings		Swarm		Sniper	Level 10	45	15	Bug		15	1920	Medium Fast	"1,000,000"	1	3′03″	29.5	65	50	198	0	2	0	0	1	0	3	50%	50%	1	2	1	1	0.25	1	0.25	0.5	1	2	2	0.5	2	1	1	1	1	0.5					
15		Mega Beedrill	Poison Bee Pokémon	Bug	Poison																								TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE																65	150	40	15	80	145	495	Yellow	2+ Pair of Wings		Adaptability			Beedrillite		0			15	1920	Medium Fast	"1,000,000"	1.4	4′07″	40.5	89.3	50	248	0	2	0	0	1	0	3	50%	50%	1	2	1	1	0.25	1	0.25	0.5	1	2	2	0.5	2	1	1	1	1	0.5					
16	16	Pidgey	Tiny Bird Pokémon	Normal	Flying	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE							TRUE	TRUE								40	45	40	35	35	56	251	Brown	1 Pair of Wings		Keen Eye	Tangled Feet	Big Pecks		255	85	Flying		15	1920	Medium Slow	"1,059,860"	0.3	1′00″	1.8	4	50	50	0	0	0	0	0	1	1	50%	50%	1	1	1	2	0.5	2	1	1	0	1	1	0.5	2	0	1	1	1	1					
17	17	Pidgeotto	Bird Pokémon	Normal	Flying	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE							TRUE	TRUE								63	60	55	50	50	71	349	Brown	1 Pair of Wings		Keen Eye	Tangled Feet	Big Pecks	Level 18	120	40	Flying		15	1920	Medium Slow	"1,059,860"	1.1	3′07″	30	66.1	50	122	0	0	0	0	0	2	2	50%	50%	1	1	1	2	0.5	2	1	1	0	1	1	0.5	2	0	1	1	1	1					
18	18	Pidgeot	Bird Pokémon	Normal	Flying	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE							TRUE	TRUE								83	80	75	70	70	101	479	Brown	1 Pair of Wings		Keen Eye	Tangled Feet	Big Pecks	Level 36	45	15	Flying		15	1920	Medium Slow	"1,059,860"	1.5	4′11″	39.5	87.1	50	240	0	0	0	0	0	3	3	50%	50%	1	1	1	2	0.5	2	1	1	0	1	1	0.5	2	0	1	1	1	1					
18		Mega Pidgeot	Bird Pokémon	Normal	Flying																								TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE																83	80	80	135	80	121	579	Brown	1 Pair of Wings		No Guard					0			15	1920	Medium Slow	"1,059,860"	2.2	7′03″	50.5	111.3	50	290	0	0	0	0	0	3	3	50%	50%	1	1	1	2	0.5	2	1	1	0	1	1	0.5	2	0	1	1	1	1					
19	19	Rattata	Mouse Pokémon	Normal		TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE							TRUE	TRUE								30	56	35	25	35	72	253	Purple	Quadruped		Run Away	Guts	Hustle		255	85	Field		15	1920	Medium Fast	"1,000,000"	0.3	1′00″	3.5	7.7	50	51	0	0	0	0	0	1	1	50%	50%	1	1	1	1	1	1	2	1	1	1	1	1	1	0	1	1	1	1					
19		Alolan Rattata	Mouse Pokémon	Dark	Normal																										TRUE	TRUE	TRUE	TRUE	TRUE	TRUE																30	56	35	25	35	72	253	Black	Quadruped		Gluttony	Hustle	Thick Fat		255	85	Field		15	1920	Medium Fast	"1,000,000"	0.3	1′00″	3.8	8.4	50	51	0	0	0	0	0	1	1	50%	50%	1	1	1	1	1	1	4	1	1	1	0	2	1	0	1	0.5	1	2					
20	20	Raticate	Mouse Pokémon	Normal		TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE							TRUE	TRUE								55	81	60	50	70	97	413	Brown	Quadruped		Run Away	Guts	Hustle	Level 20	127	42.33	Field		15	1920	Medium Fast	"1,000,000"	0.7	2′04″	18.5	40.8	50	145	0	0	0	0	0	2	2	50%	50%	1	1	1	1	1	1	2	1	1	1	1	1	1	0	1	1	1	1					
20		Alolan Raticate	Mouse Pokémon	Dark	Normal																										TRUE	TRUE	TRUE	TRUE	TRUE	TRUE																75	71	70	40	80	77	413	Black	Quadruped		Gluttony	Hustle	Thick Fat	Level 20 during nighttime	127	42.33	Field		15	1920	Medium Fast	"1,000,000"	0.7	2′04″	25.5	56.2	50	145	0	0	0	0	0	2	2	50%	50%	1	1	1	1	1	1	4	1	1	1	0	2	1	0	1	0.5	1	2					
21	21	Spearow	Tiny Bird Pokémon	Normal	Flying	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE							TRUE	TRUE								40	60	30	31	31	70	262	Brown	1 Pair of Wings		Keen Eye		Sniper		255	85	Flying		15	1920	Medium Fast	"1,000,000"	0.3	1′00″	2	4.4	50	52	0	0	0	0	0	1	1	50%	50%	1	1	1	2	0.5	2	1	1	0	1	1	0.5	2	0	1	1	1	1					
